1539106190937548, 0, 0.019341, 0.200000
1539106190937548, 0, 0.014066, 0.200000
1539106190943848, 0, 0.116923, 0.200000
1539106190943848, 0, 0.117802, 0.200000
1539106190949048, -1, 0.121319, 0.200000
1539106190949048, 2, 0.104615, 0.200000
1539106190953905, -2, 0.112527, 0.200000
1539106190953905, 4, 0.095824, 0.200000
1539106190957998, -4, 0.102857, 0.200000
1539106190957998, 6, 0.091429, 0.200000
1539106190962307, -6, 0.100220, 0.200000
1539106190962307, 9, 0.092308, 0.200000
1539106190968703, -10, 0.092308, 0.200000
1539106190968703, 14, 0.077363, 0.200000
1539106190971309, -12, 0.087912, 0.200000
1539106190971309, 16, 0.081758, 0.200000
1539106190976274, -16, 0.090549, 0.200000
1539106190976274, 20, 0.072967, 0.200000
1539106190979150, -19, 0.086154, 0.200000
1539106190979150, 24, 0.075604, 0.200000
1539106190984553, -24, 0.091429, 0.200000
1539106190984553, 28, 0.072967, 0.200000
1539106190987354, -27, 0.080000, 0.200000
1539106190987354, 31, 0.071209, 0.200000
1539106190992216, -32, 0.089670, 0.200000
1539106190992216, 36, 0.072967, 0.200000
1539106190995306, -35, 0.084396, 0.200000
1539106190995306, 39, 0.063297, 0.200000
1539106190999488, -39, 0.074725, 0.200000
1539106190999488, 43, 0.067692, 0.200000
1539106191003867, -44, 0.070330, 0.200000
1539106191003867, 54, 0.052747, 0.200000
1539106191011669, -53, 0.070330, 0.200000
1539106191011669, 56, 0.065055, 0.200000
1539106191017710, -60, 0.068571, 0.200000
1539106191017710, 63, 0.065934, 0.200000
1539106191020507, -64, 0.077363, 0.200000
1539106191020507, 66, 0.071209, 0.200000
1539106191024305, -68, 0.067692, 0.200000
1539106191024305, 70, 0.053626, 0.200000
1539106191028590, -74, 0.072967, 0.200000
1539106191028590, 75, 0.079121, 0.200000
1539106191033154, -79, 0.073846, 0.200000
1539106191033154, 80, 0.064176, 0.200000
1539106191037631, -85, 0.066813, 0.200000
1539106191037631, 85, 0.058022, 0.200000
1539106191040796, -89, 0.075604, 0.200000
1539106191040796, 89, 0.065934, 0.200000
1539106191046785, -97, 0.073846, 0.200000
1539106191046785, 96, 0.052747, 0.200000
1539106191051475, -103, 0.065055, 0.200000
1539106191051475, 101, 0.058022, 0.200000
1539106191054146, -106, 0.068571, 0.200000
1539106191054146, 104, 0.061538, 0.200000
1539106191057908, -111, 0.072967, 0.200000
1539106191057908, 109, 0.062418, 0.200000
1539106191064629, -120, 0.073846, 0.200000
1539106191064629, 117, 0.059780, 0.200000
1539106191066332, -122, 0.067692, 0.200000
1539106191066332, 119, 0.062418, 0.200000
1539106191071229, -129, 0.072967, 0.200000
1539106191071229, 124, 0.060659, 0.200000
1539106191075255, -134, 0.064176, 0.200000
1539106191075255, 129, 0.059780, 0.200000
1539106191079286, -139, 0.065934, 0.200000
1539106191079286, 134, 0.072967, 0.200000
1539106191083693, -145, 0.072088, 0.200000
1539106191083693, 141, 0.064176, 0.200000
1539106191089076, -152, 0.068571, 0.200000
1539106191089076, 145, 0.075604, 0.200000
1539106191091913, -156, 0.080879, 0.200000
1539106191091913, 150, 0.051868, 0.200000
1539106191098863, -166, 0.062418, 0.200000
1539106191098863, 157, 0.064176, 0.200000
1539106191101877, -170, 0.067692, 0.200000
1539106191101877, 160, 0.058901, 0.200000
1539106191106032, -175, 0.069451, 0.200000
1539106191106032, 165, 0.050110, 0.200000
1539106191110267, -181, 0.061538, 0.200000
1539106191110267, 170, 0.064176, 0.200000
1539106191116246, -189, 0.060659, 0.200000
1539106191116246, 177, 0.069451, 0.200000
1539106191118828, -193, 0.069451, 0.200000
1539106191118828, 181, 0.061538, 0.200000
1539106191124310, -200, 0.069451, 0.200000
1539106191124310, 186, 0.051868, 0.200000
1539106191127293, -204, 0.062418, 0.200000
1539106191127293, 193, 0.061538, 0.200000
1539106191132976, -212, 0.064176, 0.200000
1539106191132976, 196, 0.061538, 0.200000
1539106191138206, -219, 0.063297, 0.200000
1539106191138206, 203, 0.062418, 0.200000
1539106191141365, -223, 0.068571, 0.200000
1539106191141365, 206, 0.049231, 0.200000
1539106191144545, -228, 0.065934, 0.200000
1539106191144545, 210, 0.065055, 0.200000
1539106191148769, -233, 0.068571, 0.200000
1539106191148769, 215, 0.059780, 0.200000
1539106191156371, -244, 0.064176, 0.200000
1539106191156371, 224, 0.058022, 0.200000
1539106191159167, -248, 0.065934, 0.200000
1539106191159167, 227, 0.059780, 0.200000
1539106191164377, -255, 0.061538, 0.200000
1539106191164377, 233, 0.063297, 0.200000
1539106191167108, -258, 0.068571, 0.200000
1539106191167108, 236, 0.055385, 0.200000
1539106191170729, -263, 0.065055, 0.200000
1539106191170729, 241, 0.060659, 0.200000
1539106191175922, -271, 0.066813, 0.200000
1539106191175922, 247, 0.058901, 0.200000
1539106191182438, -279, 0.063297, 0.200000
1539106191182438, 255, 0.062418, 0.200000
1539106191185067, -283, 0.062418, 0.200000
1539106191185067, 258, 0.066813, 0.200000
1539106191188629, -288, 0.067692, 0.200000
1539106191188629, 262, 0.064176, 0.200000
1539106191194171, -295, 0.065055, 0.200000
1539106191194171, 268, 0.063297, 0.200000
1539106191196889, -299, 0.061538, 0.200000
1539106191196889, 272, 0.061538, 0.200000
1539106191200889, -305, 0.074725, 0.200000
1539106191200889, 276, 0.062418, 0.200000
1539106191204531, -310, 0.062418, 0.200000
1539106191204531, 280, 0.061538, 0.200000
1539106191208612, -315, 0.062418, 0.200000
1539106191208612, 285, 0.058022, 0.200000
1539106191213828, -322, 0.068571, 0.200000
1539106191213828, 292, 0.064176, 0.200000
1539106191217762, -328, 0.066813, 0.200000
1539106191217762, 296, 0.058901, 0.200000
1539106191222628, -334, 0.083516, 0.200000
1539106191222628, 302, 0.058901, 0.200000
1539106191226562, -340, 0.065055, 0.200000
1539106191226562, 307, 0.062418, 0.200000
1539106191230436, -345, 0.070330, 0.200000
1539106191230436, 311, 0.055385, 0.200000
1539106191234667, -351, 0.065055, 0.200000
1539106191234667, 316, 0.064176, 0.200000
1539106191237509, -355, 0.068571, 0.200000
1539106191237509, 319, 0.063297, 0.200000
1539106191244466, -364, 0.067692, 0.200000
1539106191244466, 328, 0.056264, 0.200000
1539106191247528, -368, 0.072088, 0.200000
1539106191247528, 331, 0.064176, 0.200000
1539106191254118, -377, 0.065055, 0.200000
1539106191254118, 339, 0.061538, 0.200000
1539106191256707, -381, 0.059780, 0.200000
1539106191256707, 342, 0.063297, 0.200000
1539106191260597, -386, 0.071209, 0.200000
1539106191260597, 347, 0.065055, 0.200000
1539106191264397, -392, 0.068571, 0.200000
1539106191264397, 351, 0.057143, 0.200000
1539106191269866, -399, 0.064176, 0.200000
1539106191269866, 357, 0.059780, 0.200000
1539106191273213, -404, 0.064176, 0.200000
1539106191273213, 361, 0.061538, 0.200000
1539106191277566, -410, 0.065934, 0.200000
1539106191277566, 366, 0.057143, 0.200000
1539106191283144, -417, 0.073846, 0.200000
1539106191283144, 373, 0.060659, 0.200000
1539106191286172, -421, 0.064176, 0.200000
1539106191286172, 376, 0.078242, 0.200000
1539106191290069, -427, 0.071209, 0.200000
1539106191290069, 381, 0.063297, 0.200000
1539106191293794, -432, 0.069451, 0.200000
1539106191293794, 385, 0.065934, 0.200000
1539106191299292, -439, 0.066813, 0.200000
1539106191299292, 392, 0.071209, 0.200000
1539106191302905, -444, 0.063297, 0.200000
1539106191302905, 396, 0.064176, 0.200000
1539106191306985, -450, 0.067692, 0.200000
1539106191306985, 401, 0.052747, 0.200000
1539106191311065, -455, 0.065934, 0.200000
1539106191311065, 406, 0.052747, 0.200000
1539106191317082, -464, 0.068571, 0.200000
1539106191317082, 413, 0.063297, 0.200000
1539106191319648, -467, 0.068571, 0.200000
1539106191319648, 418, 0.063297, 0.200000
1539106191325104, -475, 0.066813, 0.200000
1539106191325104, 422, 0.056264, 0.200000
1539106191327347, -478, 0.070330, 0.200000
1539106191327347, 428, 0.059780, 0.200000
1539106191332950, -485, 0.061538, 0.200000
1539106191332950, 432, 0.061538, 0.200000
1539106191336437, -490, 0.061538, 0.200000
1539106191336437, 436, 0.060659, 0.200000
1539106191340814, -496, 0.069451, 0.200000
1539106191340814, 441, 0.059780, 0.200000
1539106191344629, -501, 0.064176, 0.200000
1539106191344629, 445, 0.072088, 0.200000
1539106191350291, -509, 0.062418, 0.200000
1539106191350291, 452, 0.058901, 0.200000
1539106191353666, -514, 0.069451, 0.200000
1539106191353666, 456, 0.057143, 0.200000
1539106191357911, -519, 0.068571, 0.200000
1539106191357911, 461, 0.062418, 0.200000
1539106191365838, -530, 0.068571, 0.200000
1539106191365838, 470, 0.055385, 0.200000
1539106191370770, -537, 0.072088, 0.200000
1539106191370770, 476, 0.064176, 0.200000
1539106191374687, -542, 0.061538, 0.200000
1539106191374687, 480, 0.066813, 0.200000
1539106191378494, -548, 0.072967, 0.200000
1539106191378494, 485, 0.059780, 0.200000
1539106191382362, -553, 0.069451, 0.200000
1539106191382362, 489, 0.058901, 0.200000
1539106191385146, -557, 0.060659, 0.200000
1539106191385146, 493, 0.058901, 0.200000
1539106191390136, -564, 0.066813, 0.200000
1539106191390136, 499, 0.065055, 0.200000
1539106191394210, -569, 0.068571, 0.200000
1539106191394210, 504, 0.057143, 0.200000
1539106191398088, -574, 0.059780, 0.200000
1539106191398088, 508, 0.063297, 0.200000
1539106191404397, -583, 0.066813, 0.200000
1539106191404397, 516, 0.061538, 0.200000
1539106191407726, -588, 0.063297, 0.200000
1539106191407726, 520, 0.051868, 0.200000
1539106191412857, -595, 0.067692, 0.200000
1539106191412857, 525, 0.058022, 0.200000
1539106191415792, -599, 0.069451, 0.200000
1539106191415792, 532, 0.060659, 0.200000
1539106191420788, -605, 0.062418, 0.200000
1539106191420788, 535, 0.062418, 0.200000
1539106191424369, -610, 0.075604, 0.200000
1539106191424369, 539, 0.055385, 0.200000
1539106191428675, -616, 0.069451, 0.200000
1539106191428675, 546, 0.065055, 0.200000
1539106191431870, -621, 0.061538, 0.200000
1539106191431870, 549, 0.059780, 0.200000
1539106191438424, -630, 0.061538, 0.200000
1539106191438424, 556, 0.065055, 0.200000
1539106191441326, -633, 0.067692, 0.200000
1539106191441326, 559, 0.058022, 0.200000
1539106191447070, -641, 0.070330, 0.200000
1539106191447070, 566, 0.060659, 0.200000
1539106191449728, -645, 0.062418, 0.200000
1539106191449728, 569, 0.065934, 0.200000
1539106191454789, -652, 0.062418, 0.200000
1539106191454789, 575, 0.058022, 0.200000
1539106191457989, -656, 0.069451, 0.200000
1539106191457989, 578, 0.073846, 0.200000
1539106191462332, -662, 0.062418, 0.200000
1539106191462332, 584, 0.061538, 0.200000
1539106191467595, -669, 0.058901, 0.200000
1539106191467595, 590, 0.059780, 0.200000
1539106191472633, -676, 0.063297, 0.200000
1539106191472633, 596, 0.073846, 0.200000
1539106191475911, -681, 0.071209, 0.200000
1539106191475911, 602, 0.085275, 0.200000
1539106191480756, -687, 0.065934, 0.200000
1539106191480756, 607, 0.058901, 0.200000
1539106191486024, -695, 0.062418, 0.200000
1539106191486024, 613, 0.059780, 0.200000
1539106191491858, -703, 0.065055, 0.200000
1539106191491858, 618, 0.062418, 0.200000
1539106191496474, -709, 0.062418, 0.200000
1539106191496474, 625, 0.060659, 0.200000
1539106191499553, -713, 0.069451, 0.200000
1539106191499553, 627, 0.065934, 0.200000
1539106191505706, -722, 0.068571, 0.200000
1539106191505706, 635, 0.065055, 0.200000
1539106191509698, -727, 0.065055, 0.200000
1539106191509698, 639, 0.050110, 0.200000
1539106191513248, -732, 0.065055, 0.200000
1539106191513248, 644, 0.063297, 0.200000
1539106191517698, -738, 0.069451, 0.200000
1539106191517698, 649, 0.066813, 0.200000
1539106191522884, -745, 0.070330, 0.200000
1539106191522884, 655, 0.051868, 0.200000
1539106191525648, -749, 0.061538, 0.200000
1539106191525648, 658, 0.054505, 0.200000
1539106191530587, -756, 0.084396, 0.200000
1539106191530587, 664, 0.058022, 0.200000
1539106191533488, -760, 0.064176, 0.200000
1539106191533488, 667, 0.059780, 0.200000
1539106191537971, -766, 0.061538, 0.200000
1539106191537971, 674, 0.065934, 0.200000
1539106191543734, -774, 0.060659, 0.200000
1539106191543734, 680, 0.055385, 0.200000
1539106191548651, -781, 0.059780, 0.200000
