1539097847930329, -0.185406
1539097847930329, -0.185406
1539097847920310, -0.185065
1539097847920310, -0.185065
1539097847910389, -0.184807
1539097847910389, -0.184807
1539097847900332, -0.184641
1539097847900332, -0.184641
1539097847890333, -0.184125
1539097847890333, -0.184125
1539097847880307, -0.183699
1539097847880307, -0.183699
1539097847870303, -0.183192
1539097847870303, -0.183192
1539097847860296, -0.182871
1539097847860296, -0.182871
1539097847850320, -0.182584
1539097847850320, -0.182584
1539097847840434, -0.182239
1539097847840434, -0.182239
1539097847830398, -0.181676
1539097847830398, -0.181676
1539097847820334, -0.181670
1539097847820334, -0.181670
1539097847810361, -0.181795
1539097847810361, -0.181795
1539097847800336, -0.181480
1539097847800336, -0.181480
1539097847790336, -0.181031
1539097847790336, -0.181031
1539097847780372, -0.180509
1539097847780372, -0.180509
1539097847770353, -0.179218
1539097847770353, -0.179218
1539097847760451, -0.178073
1539097847760451, -0.178073
1539097847750354, -0.177309
1539097847750354, -0.177309
1539097847740420, -0.176688
1539097847740420, -0.176688
1539097847730362, -0.176450
1539097847730362, -0.176450
1539097847720559, -0.176279
1539097847720559, -0.176279
1539097847710405, -0.176041
1539097847710405, -0.176041
1539097847700420, -0.175922
1539097847700420, -0.175922
1539097847690369, -0.176156
1539097847690369, -0.176156
1539097847680486, -0.176273
1539097847680486, -0.176273
1539097847670358, -0.176397
1539097847670358, -0.176397
1539097847660448, -0.176756
1539097847660448, -0.176756
1539097847650363, -0.177172
1539097847650363, -0.177172
1539097847640433, -0.178325
1539097847640433, -0.178325
1539097847630344, -0.179238
1539097847630344, -0.179238
1539097847620369, -0.179955
1539097847620369, -0.179955
1539097847610431, -0.179091
1539097847610431, -0.179091
1539097847600421, -0.176905
1539097847600421, -0.176905
1539097847590424, -0.173918
1539097847590424, -0.173918
1539097847580463, -0.170879
1539097847580463, -0.170879
1539097847570386, -0.166994
1539097847570386, -0.166994
1539097847560440, -0.164134
1539097847560440, -0.164134
1539097847550390, -0.162784
1539097847550390, -0.162784
1539097847540500, -0.162422
1539097847540500, -0.162422
1539097847530420, -0.163464
1539097847530420, -0.163464
1539097847520458, -0.165015
1539097847520458, -0.165015
1539097847510420, -0.168098
1539097847510420, -0.168098
1539097847500555, -0.171756
1539097847500555, -0.171756
1539097847490450, -0.175040
1539097847490450, -0.175040
1539097847480530, -0.177847
1539097847480530, -0.177847
1539097847470455, -0.180235
1539097847470455, -0.180235
1539097847460471, -0.180459
1539097847460471, -0.180459
1539097847450418, -0.177950
1539097847450418, -0.177950
1539097847440505, -0.173151
1539097847440505, -0.173151
1539097847430386, -0.167989
1539097847430386, -0.167989
1539097847420523, -0.162031
1539097847420523, -0.162031
1539097847410469, -0.157650
1539097847410469, -0.157650
1539097847400648, -0.154854
1539097847400648, -0.154854
1539097847390439, -0.153771
1539097847390439, -0.153771
1539097847380634, -0.152768
1539097847380634, -0.152768
1539097847370488, -0.152385
1539097847370488, -0.152385
1539097847360559, -0.154507
1539097847360559, -0.154507
1539097847350490, -0.157807
1539097847350490, -0.157807
1539097847340693, -0.162329
1539097847340693, -0.162329
1539097847330500, -0.167486
1539097847330500, -0.167486
1539097847320706, -0.172460
1539097847320706, -0.172460
1539097847310466, -0.177119
1539097847310466, -0.177119
1539097847300580, -0.179601
1539097847300580, -0.179601
1539097847290488, -0.178930
1539097847290488, -0.178930
1539097847280697, -0.174656
1539097847280697, -0.174656
1539097847273826, -0.169024
1539097847273826, -0.169024
1539097847260519, -0.160251
1539097847260519, -0.160251
1539097847250589, -0.154180
1539097847250589, -0.154180
1539097847240808, -0.149732
1539097847240808, -0.149732
1539097847230460, -0.146867
1539097847230460, -0.146867
1539097847220483, -0.144586
1539097847220483, -0.144586
1539097847210499, -0.143330
1539097847210499, -0.143330
1539097847200532, -0.143392
1539097847200532, -0.143392
1539097847190750, -0.143808
1539097847190750, -0.143808
1539097847180665, -0.144494
1539097847180665, -0.144494
1539097847170530, -0.147068
1539097847170530, -0.147068
1539097847160597, -0.151877
1539097847160597, -0.151877
1539097847150595, -0.158277
1539097847150595, -0.158277
1539097847140848, -0.165670
1539097847140848, -0.165670
1539097847130575, -0.173504
1539097847130575, -0.173504
1539097847120534, -0.181558
1539097847120534, -0.181558
1539097847110536, -0.188226
1539097847110536, -0.188226
1539097847100604, -0.193958
1539097847100604, -0.193958
1539097847090659, -0.195076
1539097847090659, -0.195076
1539097847080662, -0.194411
1539097847080662, -0.194411
1539097847070533, -0.186520
1539097847070533, -0.186520
1539097847060680, -0.184978
1539097847060680, -0.184978
1539097847050674, -0.183433
1539097847050674, -0.183433
1539097847040773, -0.184002
1539097847040773, -0.184002
1539097847030545, -0.187372
1539097847030545, -0.187372
1539097847020669, -0.183841
1539097847020669, -0.183841
1539097847010565, -0.169008
1539097847010565, -0.169008
1539097847000679, -0.148694
1539097847000679, -0.148694
1539097846990619, -0.131634
1539097846990619, -0.131634
1539097846980613, -0.118652
1539097846980613, -0.118652
1539097846970598, -0.106683
1539097846970598, -0.106683
1539097846960727, -0.095037
1539097846960727, -0.095037
1539097846950631, -0.074987
1539097846950631, -0.074987
1539097846940857, -0.047612
1539097846940857, -0.047612
1539097846930552, -0.013385
1539097846930552, -0.013385
1539097846920611, 0.025805
1539097846920611, 0.025805
1539097846910627, 0.058210
1539097846910627, 0.058210
1539097846900682, 0.088219
1539097846900682, 0.088219
1539097846890661, 0.114397
1539097846890661, 0.114397
1539097846880724, 0.132910
1539097846880724, 0.132910
1539097846870633, 0.139212
1539097846870633, 0.139212
1539097846860671, 0.132943
1539097846860671, 0.132943
1539097846850687, 0.113592
1539097846850687, 0.113592
1539097846840882, 0.079199
1539097846840882, 0.079199
1539097846830679, 0.030139
1539097846830679, 0.030139
1539097846820645, -0.029089
1539097846820645, -0.029089
1539097846810655, -0.097844
1539097846810655, -0.097844
1539097846800632, -0.167671
1539097846800632, -0.167671
1539097846790615, -0.242640
1539097846790615, -0.242640
1539097846780946, -0.304713
1539097846780946, -0.304713
1539097846770647, -0.345915
1539097846770647, -0.345915
1539097846760712, -0.377756
1539097846760712, -0.377756
1539097846750770, -0.411684
1539097846750770, -0.411684
1539097846740955, -0.399697
1539097846740955, -0.399697
1539097846730655, -0.382588
1539097846730655, -0.382588
1539097846720790, -0.301002
1539097846720790, -0.301002
1539097846710928, -0.286615
1539097846710928, -0.286615
1539097846700761, -0.094983
1539097846700761, -0.094983
1539097846690726, -0.044815
1539097846690726, -0.044815
1539097846680852, -0.101216
1539097846680852, -0.101216
1539097846670689, -0.178537
1539097846670689, -0.178537
1539097846660775, -0.276740
1539097846660775, -0.276740
1539097846650721, -0.383878
1539097846650721, -0.383878
1539097846640887, -0.477173
1539097846640887, -0.477173
1539097846630657, -0.563451
1539097846630657, -0.563451
1539097846620730, -0.642491
1539097846620730, -0.642491
1539097846610727, -0.616327
1539097846610727, -0.616327
1539097846600775, -0.492974
1539097846600775, -0.492974
1539097846590694, -0.358673
1539097846590694, -0.358673
1539097846580802, -0.222472
1539097846580802, -0.222472
1539097846570699, -0.086225
1539097846570699, -0.086225
1539097846560751, 0.020496
1539097846560751, 0.020496
1539097846550750, 0.075809
1539097846550750, 0.075809
1539097846541328, 0.088477
1539097846541328, 0.088477
1539097846531482, 0.081939
1539097846531482, 0.081939
1539097846520735, 0.068805
1539097846520735, 0.068805
1539097846510718, 0.050015
1539097846510718, 0.050015
1539097846500837, 0.029109
1539097846500837, 0.029109
1539097846490816, -0.002137
1539097846490816, -0.002137
1539097846480867, -0.045592
1539097846480867, -0.045592
1539097846470744, -0.084302
1539097846470744, -0.084302
1539097846460793, -0.133077
1539097846460793, -0.133077
1539097846450837, -0.195924
1539097846450837, -0.195924
1539097846440953, -0.263987
1539097846440953, -0.263987
1539097846431852, -0.297634
1539097846431852, -0.297634
1539097846420747, -0.330287
1539097846420747, -0.330287
1539097846410749, -0.378423
1539097846410749, -0.378423
1539097846400813, -0.419991
1539097846400813, -0.419991
1539097846390813, -0.426766
1539097846390813, -0.426766
1539097846380862, -0.438296
1539097846380862, -0.438296
1539097846371048, -0.461513
1539097846371048, -0.461513
1539097846360748, -0.453172
1539097846360748, -0.453172
1539097846350805, -0.417797
1539097846350805, -0.417797
1539097846341515, -0.397340
1539097846341515, -0.397340
1539097846331242, -0.395594
1539097846331242, -0.395594
1539097846320755, -0.375729
1539097846320755, -0.375729
1539097846310764, -0.340840
1539097846310764, -0.340840
1539097846300879, -0.317382
1539097846300879, -0.317382
1539097846290933, -0.309669
1539097846290933, -0.309669
1539097846280849, -0.289498
1539097846280849, -0.289498
1539097846270895, -0.258605
1539097846270895, -0.258605
1539097846260777, -0.233693
1539097846260777, -0.233693
1539097846250832, -0.218147
1539097846250832, -0.218147
1539097846240879, -0.198340
1539097846240879, -0.198340
1539097846230957, -0.182952
1539097846230957, -0.182952
1539097846220783, -0.171227
1539097846220783, -0.171227
1539097846210808, -0.162300
1539097846210808, -0.162300
1539097846200787, -0.141303
1539097846200787, -0.141303
